Net sampling time (us): 8256
Per Sample (us): 4.03
Timebase: 0.1 mS/div
Actual Timebase (us): 100.78
CH1 Coupling: DC, Range: 5V/div
CH2 Coupling: --, Range: +-2048
Triggered: YES
CH1 Stats (V):
	Vmax: 6.51, Vmin: 2.80, Vavr: 4.58, Vpp: 3.71, Vrms: 4.89
	Freq: 1000.75, Cycle: 1.00 ms, PW: 0.49 ms, Duty: 49.52 %

Time	CH1	CH2	D_CH1	D_CH2
0.00	2.85	46	1	0
4.03	2.90	73	1	0
8.06	2.85	46	1	0
12.09	2.85	71	1	0
16.12	2.90	45	1	0
20.16	2.90	184	1	0
24.19	2.95	44	1	0
28.22	2.95	189	1	0
32.25	2.90	40	1	0
36.28	2.90	185	1	0
40.31	2.90	37	1	0
44.34	2.90	182	1	0
48.38	2.85	45	1	0
52.41	2.90	188	1	0
56.44	2.85	149	1	0
60.47	2.90	184	1	0
64.50	2.95	146	1	0
68.53	3.00	187	1	0
72.56	2.95	141	1	0
76.59	2.90	184	1	0
80.62	6.05	141	1	0
84.66	6.25	58	1	0
88.69	6.31	147	1	0
92.72	6.25	60	1	0
96.75	6.31	140	1	0
100.78	6.25	59	1	0
104.81	6.20	145	1	0
108.84	6.31	63	1	0
112.87	6.36	167	1	0
116.91	6.36	69	1	0
120.94	6.25	46	1	0
124.97	6.25	140	1	0
129.00	6.25	181	1	0
133.03	6.31	146	1	0
137.06	6.25	63	1	0
141.09	6.25	168	1	0
145.12	6.31	69	1	0
149.16	6.25	172	1	0
153.19	6.31	71	1	0
157.22	6.25	174	1	0
161.25	6.15	140	1	0
165.28	6.31	59	1	0
169.31	6.31	147	1	0
173.34	6.31	60	1	0
177.37	6.25	147	1	0
181.41	6.31	61	1	0
185.44	6.25	141	1	0
189.47	6.25	60	1	0
193.50	6.25	147	1	0
197.53	6.25	60	1	0
201.56	6.25	-4	1	0
205.59	6.20	62	1	0
209.62	6.25	-1	1	0
213.66	6.36	57	1	0
217.69	6.41	-3	1	0
221.72	6.25	62	1	0
225.75	6.31	-1	1	0
229.78	6.25	57	1	0
233.81	6.25	-4	1	0
237.84	6.31	175	1	0
241.87	6.31	-4	1	0
245.91	6.25	171	1	0
249.94	6.25	-3	1	0
253.97	6.25	172	1	0
258.00	6.20	-3	1	0
262.03	6.25	173	1	0
266.06	6.36	72	1	0
270.09	6.31	172	1	0
274.12	6.25	71	1	0
278.16	6.31	173	1	0
282.19	6.25	74	1	0
286.22	6.31	171	1	0
290.25	6.31	72	1	0
294.28	6.25	173	1	0
298.31	6.31	73	1	0
302.34	6.25	46	1	0
306.37	6.25	76	1	0
310.41	6.20	40	1	0
314.44	6.31	71	1	0
318.47	6.31	43	1	0
322.50	6.31	71	1	0
326.53	6.25	45	1	0
330.56	6.31	73	1	0
334.59	6.31	40	1	0
338.62	6.31	186	1	0
342.66	6.25	37	1	0
346.69	6.25	182	1	0
350.72	6.31	45	1	0
354.75	6.25	187	1	0
358.78	6.25	40	1	0
362.81	6.25	184	1	0
366.84	6.36	44	1	0
370.87	6.25	185	1	0
374.91	6.31	148	1	0
378.94	6.25	188	1	0
382.97	6.31	141	1	0
387.00	6.31	185	1	0
391.03	6.25	144	1	0
395.06	6.20	184	1	0
399.09	6.25	147	1	0
403.12	6.25	62	1	0
407.16	6.20	142	1	0
411.19	6.25	59	1	0
415.22	6.25	146	1	0
419.25	6.31	61	1	0
423.28	6.25	147	1	0
427.31	6.25	62	1	0
431.34	6.31	143	1	0
435.37	6.31	58	1	0
439.41	6.25	-4	1	0
443.44	6.31	61	1	0
447.47	6.25	-2	1	0
451.50	6.25	62	1	0
455.53	6.25	-1	1	0
459.56	6.20	57	1	0
463.59	6.25	-5	1	0
467.62	6.36	60	1	0
471.66	6.31	-2	1	0
475.69	6.31	176	1	0
479.72	6.25	39	1	0
483.75	6.25	182	1	0
487.78	6.20	45	1	0
491.81	6.25	187	1	0
495.84	6.25	47	1	0
499.87	6.25	188	1	0
503.91	6.25	141	1	0
507.94	6.25	185	1	0
511.97	6.20	147	1	0
516.00	6.31	186	1	0
520.03	6.31	147	1	0
524.06	6.25	189	1	0
528.09	6.25	142	1	0
532.12	6.31	185	1	0
536.16	6.25	146	1	0
540.19	6.31	61	1	0
544.22	6.25	147	1	0
548.25	6.25	63	1	0
552.28	6.25	171	1	0
556.31	6.20	72	1	0
560.34	6.25	171	1	0
564.37	6.25	71	1	0
568.41	6.36	170	1	0
572.44	6.25	72	1	0
576.47	3.10	45	1	0
580.50	2.95	72	1	0
584.53	2.90	44	1	0
588.56	2.85	72	1	0
592.59	2.90	38	1	0
596.62	2.90	71	1	0
600.66	2.95	46	1	0
604.69	2.90	186	1	0
608.72	2.85	44	1	0
612.75	2.90	186	1	0
616.78	2.95	44	1	0
620.81	2.95	187	1	0
624.84	2.95	46	1	0
628.87	2.90	186	1	0
632.91	2.85	44	1	0
636.94	2.90	186	1	0
640.97	2.90	148	1	0
645.00	2.90	187	1	0
649.03	2.90	149	1	0
653.06	2.90	187	1	0
657.09	2.90	148	1	0
661.12	2.85	187	1	0
665.16	2.90	149	1	0
669.19	3.00	189	1	0
673.22	2.95	142	1	0
677.25	2.95	60	1	0
681.28	2.85	147	1	0
685.31	2.85	59	1	0
689.34	2.90	145	1	0
693.37	2.85	61	1	0
697.41	2.90	146	1	0
701.44	2.90	61	1	0
705.47	2.85	145	1	0
709.50	2.85	58	1	0
713.53	2.80	-4	1	0
717.56	3.00	61	1	0
721.59	2.95	-4	1	0
725.62	2.95	60	1	0
729.66	2.90	-3	1	0
733.69	2.85	60	1	0
737.72	2.90	-2	1	0
741.75	2.90	175	1	0
745.78	2.90	-3	1	0
749.81	2.90	169	1	0
753.84	2.90	-4	1	0
757.87	2.90	172	1	0
761.91	2.85	-2	1	0
765.94	2.95	175	1	0
769.97	3.05	-2	1	0
774.00	2.95	174	1	0
778.03	2.85	72	1	0
782.06	2.90	173	1	0
786.09	2.90	73	1	0
790.12	2.85	174	1	0
794.16	2.90	75	1	0
798.19	2.90	167	1	0
802.22	2.90	68	1	0
806.25	2.90	170	1	0
810.28	2.85	72	1	0
814.31	2.90	46	1	0
818.34	3.00	73	1	0
822.37	2.95	46	1	0
826.41	2.95	72	1	0
830.44	2.90	44	1	0
834.47	2.95	71	1	0
838.50	2.90	46	1	0
842.53	2.95	186	1	0
846.56	2.90	45	1	0
850.59	2.85	186	1	0
854.62	2.85	44	1	0
858.66	2.85	188	1	0
862.69	2.90	39	1	0
866.72	2.90	184	1	0
870.75	2.95	45	1	0
874.78	2.90	187	1	0
878.81	2.90	147	1	0
882.84	2.95	185	1	0
886.87	2.90	148	1	0
890.91	2.90	186	1	0
894.94	2.90	146	1	0
898.97	2.90	185	1	0
903.00	2.90	146	1	0
907.03	2.95	185	1	0
911.06	2.90	149	1	0
915.09	2.85	62	1	0
919.12	3.00	141	1	0
923.16	2.90	56	1	0
927.19	2.90	144	1	0
931.22	2.90	59	1	0
935.25	2.90	148	1	0
939.28	2.90	62	1	0
943.31	2.90	-2	1	0
947.34	2.90	61	1	0
951.37	2.90	-2	1	0
955.41	2.90	61	1	0
959.44	2.95	149	1	0
963.47	2.90	62	1	0
967.50	2.95	147	1	0
971.53	2.95	61	1	0
975.56	2.95	147	1	0
979.59	2.95	62	1	0
983.62	2.90	-2	1	0
987.66	2.85	61	1	0
991.69	2.90	-3	1	0
995.72	2.95	59	1	0
999.75	2.90	-2	1	0
1003.78	2.90	61	1	0
1007.81	2.90	-3	1	0
1011.84	2.85	172	1	0
1015.87	2.85	-4	1	0
1019.91	3.00	172	1	0
1023.94	2.90	-3	1	0
1027.97	2.95	174	1	0
1032.00	2.95	38	1	0
1036.03	2.90	182	1	0
1040.06	2.90	44	1	0
1044.09	2.90	187	1	0
1048.13	2.85	141	1	0
1052.16	2.90	186	1	0
1056.19	2.90	147	1	0
1060.22	2.90	187	1	0
1064.25	2.90	146	1	0
1068.28	2.90	186	1	0
1072.31	2.95	147	1	0
1076.34	2.95	185	1	0
1080.38	5.75	143	1	0
1084.41	6.20	58	1	0
1088.44	6.31	146	1	0
1092.47	6.25	61	1	0
1096.50	6.25	148	1	0
1100.53	6.25	62	1	0
1104.56	6.15	142	1	0
1108.59	6.31	62	1	0
1112.63	6.36	140	1	0
1116.66	6.51	57	1	0
1120.69	6.25	-3	1	0
1124.72	6.25	141	1	0
1128.75	6.25	60	1	0
1132.78	6.31	150	1	0
1136.81	6.25	62	1	0
1140.84	6.31	146	1	0
1144.88	6.25	61	1	0
1148.91	6.25	150	1	0
1152.94	6.25	61	1	0
1156.97	6.31	148	1	0
1161.00	6.25	61	1	0
1165.03	6.31	-3	1	0
1169.06	6.31	61	1	0
1173.09	6.25	-2	1	0
1177.13	6.31	64	1	0
1181.16	6.31	40	1	0
1185.19	6.25	72	1	0
1189.22	6.31	44	1	0
1193.25	6.25	72	1	0
1197.28	6.25	46	1	0
1201.31	6.25	188	1	0
1205.34	6.25	40	1	0
1209.38	6.20	183	1	0
1213.41	6.25	45	1	0
1217.44	6.36	187	1	0
1221.47	6.31	39	1	0
1225.50	6.31	187	1	0
1229.53	6.20	149	1	0
1233.56	6.25	188	1	0
1237.59	6.25	140	1	0
1241.63	6.25	183	1	0
1245.66	6.31	148	1	0
1249.69	6.31	188	1	0
1253.72	6.25	141	1	0
1257.75	6.25	186	1	0
1261.78	6.25	147	1	0
1265.81	6.25	61	1	0
1269.84	6.31	149	1	0
1273.88	6.31	62	1	0
1277.91	6.25	150	1	0
1281.94	6.31	62	1	0
1285.97	6.31	139	1	0
1290.00	6.25	57	1	0
1294.03	6.31	146	1	0
1298.06	6.25	64	1	0
1302.09	6.20	40	1	0
1306.13	6.20	72	1	0
1310.16	6.20	44	1	0
1314.19	6.25	71	1	0
1318.22	6.36	45	1	0
1322.25	6.31	73	1	0
1326.28	6.25	46	1	0
1330.31	6.31	186	1	0
1334.34	6.31	45	1	0
1338.38	6.31	186	1	0
1342.41	6.25	46	1	0
1346.44	6.31	188	1	0
1350.47	6.25	41	1	0
1354.50	6.25	182	1	0
1358.53	6.25	44	1	0
1362.56	6.20	186	1	0
1366.59	6.31	149	1	0
1370.63	6.31	-11	1	0
1374.66	6.25	167	1	0
1378.69	6.25	-3	1	0
1382.72	6.20	172	1	0
1386.75	6.25	-3	1	0
1390.78	6.25	173	1	0
1394.81	6.31	-3	1	0
1398.84	6.25	173	1	0
1402.88	6.25	73	1	0
1406.91	6.20	169	1	0
1410.94	6.25	70	1	0
1414.97	6.25	174	1	0
1419.00	6.36	141	1	0
1423.03	6.25	185	1	0
1427.06	6.25	147	1	0
1431.09	6.31	183	1	0
1435.13	6.25	147	1	0
1439.16	6.31	61	1	0
1443.19	6.25	143	1	0
1447.22	6.25	59	1	0
1451.25	6.25	139	1	0
1455.28	6.25	55	1	0
1459.31	6.25	144	1	0
1463.34	6.20	59	1	0
1467.38	6.31	-3	1	0
1471.41	6.31	62	1	0
1475.44	6.31	-3	1	0
1479.47	6.25	61	1	0
1483.50	6.25	-1	1	0
1487.53	6.31	58	1	0
1491.56	6.25	-4	1	0
1495.59	6.25	64	1	0
1499.63	6.25	40	1	0
1503.66	6.25	183	1	0
1507.69	6.20	43	1	0
1511.72	6.31	187	1	0
1515.75	6.25	40	1	0
1519.78	6.41	185	1	0
1523.81	6.25	46	1	0
1527.84	6.20	187	1	0
1531.88	6.25	45	1	0
1535.91	6.31	186	1	0
1539.94	6.31	149	1	0
1543.97	6.25	187	1	0
1548.00	6.25	138	1	0
1552.03	6.31	181	1	0
1556.06	6.25	145	1	0
1560.09	6.25	189	1	0
1564.13	6.25	143	1	0
1568.16	6.31	57	1	0
1572.19	6.25	146	1	0
1576.22	3.46	58	1	0
1580.25	2.90	145	1	0
1584.28	2.90	60	1	0
1588.31	2.90	148	1	0
1592.34	2.90	61	1	0
1596.38	2.90	139	1	0
1600.41	2.95	55	1	0
1604.44	2.90	-5	1	0
1608.47	2.90	61	1	0
1612.50	2.85	-2	1	0
1616.53	2.90	62	1	0
1620.56	3.00	-2	1	0
1624.59	2.95	60	1	0
1628.63	2.90	-3	1	0
1632.66	2.95	61	1	0
1636.69	2.90	-2	1	0
1640.72	2.90	173	1	0
1644.75	2.90	-3	1	0
1648.78	2.90	171	1	0
1652.81	2.90	-4	1	0
1656.84	2.90	173	1	0
1660.88	2.85	-2	1	0
1664.91	2.85	173	1	0
1668.94	2.95	72	1	0
1672.97	2.95	169	1	0
1677.00	2.95	69	1	0
1681.03	2.95	174	1	0
1685.06	2.85	74	1	0
1689.09	2.85	174	1	0
1693.13	2.85	74	1	0
1697.16	2.90	171	1	0
1701.19	2.85	70	1	0
1705.22	2.85	45	1	0
1709.25	2.80	71	1	0
1713.28	2.85	45	1	0
1717.31	2.90	73	1	0
1721.34	3.00	44	1	0
1725.38	2.90	71	1	0
1729.41	2.90	44	1	0
1733.44	2.90	74	1	0
1737.47	2.85	39	1	0
1741.50	2.90	185	1	0
1745.53	2.85	43	1	0
1749.56	2.90	186	1	0
1753.59	2.95	45	1	0
1757.63	2.85	187	1	0
1761.66	2.90	46	1	0
1765.69	2.90	186	1	0
1769.72	2.95	44	1	0
1773.75	2.90	184	1	0
1777.78	2.90	147	1	0
1781.81	2.90	187	1	0
1785.84	2.90	142	1	0
1789.88	2.85	185	1	0
1793.91	2.90	145	1	0
1797.94	2.90	186	1	0
1801.97	2.90	148	1	0
1806.00	2.90	62	1	0
1810.03	2.85	141	1	0
1814.06	2.90	58	1	0
1818.09	2.90	146	1	0
1822.13	2.90	61	1	0
1826.16	2.90	148	1	0
1830.19	2.90	61	1	0
1834.22	2.85	149	1	0
1838.25	2.90	62	1	0
1842.28	2.90	-3	1	0
1846.31	2.85	60	1	0
1850.34	2.90	-3	1	0
1854.38	2.90	63	1	0
1858.41	2.90	34	1	0
1862.44	2.95	68	1	0
1866.47	2.85	41	1	0
1870.50	3.00	68	1	0
1874.53	2.90	42	1	0
1878.56	2.90	186	1	0
1882.59	2.90	39	1	0
1886.63	2.90	182	1	0
1890.66	2.90	42	1	0
1894.69	2.90	184	1	0
1898.72	2.90	44	1	0
1902.75	2.90	187	1	0
1906.78	2.90	149	1	0
1910.81	2.90	184	1	0
1914.84	2.85	146	1	0
1918.88	2.95	187	1	0
1922.91	2.95	140	1	0
1926.94	2.90	184	1	0
1930.97	2.90	147	1	0
1935.00	2.90	186	1	0
1939.03	2.90	145	1	0
1943.06	2.90	60	1	0
1947.09	2.90	146	1	0
1951.13	2.90	62	1	0
1955.16	2.90	142	1	0
1959.19	2.85	186	1	0
1963.22	2.90	148	1	0
1967.25	2.90	188	1	0
1971.28	3.00	147	1	0
1975.31	2.95	185	1	0
1979.34	2.90	146	1	0
1983.38	2.95	62	1	0
1987.41	2.90	149	1	0
1991.44	2.95	61	1	0
1995.47	2.95	145	1	0
1999.50	2.85	59	1	0
2003.53	2.90	145	1	0
2007.56	2.85	61	1	0
2011.59	2.85	141	1	0
2015.63	2.85	60	1	0
2019.66	2.95	-2	1	0
2023.69	2.90	59	1	0
2027.72	2.90	-5	1	0
2031.75	2.95	62	1	0
2035.78	2.90	-1	1	0
2039.81	2.90	59	1	0
2043.84	2.85	-3	1	0
2047.88	2.85	60	1	0
2051.91	2.90	-5	1	0
2055.94	2.90	173	1	0
2059.97	2.85	-2	1	0
2064.00	2.95	173	1	0
2068.03	2.90	-2	1	0
2072.06	2.95	171	1	0
2076.09	2.85	-3	1	0
2080.13	4.22	177	1	0
2084.16	6.15	144	1	0
2088.19	6.25	186	1	0
2092.22	6.25	146	1	0
2096.25	6.25	187	1	0
2100.28	6.25	147	1	0
2104.31	6.25	187	1	0
2108.34	6.36	144	1	0
2112.38	6.31	188	1	0
2116.41	6.46	140	1	0
2120.44	6.31	56	1	0
2124.47	6.31	147	1	0
2128.50	6.25	74	1	0
2132.53	6.25	168	1	0
2136.56	6.31	70	1	0
2140.59	6.25	171	1	0
2144.63	6.25	73	1	0
2148.66	6.25	174	1	0
2152.69	6.20	75	1	0
2156.72	6.25	171	1	0
2160.75	6.20	71	1	0
2164.78	6.20	44	1	0
2168.81	6.36	73	1	0
2172.84	6.31	47	1	0
2176.88	6.25	141	1	0
2180.91	6.25	59	1	0
2184.94	6.25	146	1	0
2188.97	6.25	60	1	0
2193.00	6.25	149	1	0
2197.03	6.25	63	1	0
2201.06	6.31	40	1	0
2205.09	6.31	71	1	0
2209.13	6.20	44	1	0
2213.16	6.25	72	1	0
2217.19	6.31	46	1	0
2221.22	6.31	141	1	0
2225.25	6.31	59	1	0
2229.28	6.31	-2	1	0
2233.31	6.31	60	1	0
2237.34	6.25	-2	1	0
2241.38	6.25	61	1	0
2245.41	6.25	-2	1	0
2249.44	6.25	62	1	0
2253.47	6.25	-3	1	0
2257.50	6.25	61	1	0
2261.53	6.25	-2	1	0
2265.56	6.31	174	1	0
2269.59	6.41	0	1	0
2273.63	6.31	170	1	0
2277.66	6.31	-2	1	0
2281.69	6.31	174	1	0
2285.72	6.25	-1	1	0
2289.75	6.25	168	1	0
2293.78	6.25	-5	1	0
2297.81	6.25	173	1	0
2301.84	6.25	73	1	0
2305.88	6.25	173	1	0
2309.91	6.25	73	1	0
2313.94	6.20	174	1	0
2317.97	6.31	75	1	0
2322.00	6.31	171	1	0
2326.03	6.25	72	1	0
2330.06	6.31	173	1	0
2334.09	6.25	72	1	0
2338.13	6.31	46	1	0
2342.16	6.25	73	1	0
2346.19	6.25	47	1	0
2350.22	6.25	75	1	0
2354.25	6.20	38	1	0
2358.28	6.25	69	1	0
2362.31	6.20	45	1	0
2366.34	6.25	187	1	0
2370.38	6.31	40	1	0
2374.41	6.31	182	1	0
2378.44	6.25	44	1	0
2382.47	6.20	185	1	0
2386.50	6.25	46	1	0
2390.53	6.25	188	1	0
2394.56	6.31	40	1	0
2398.59	6.25	185	1	0
2402.63	6.31	146	1	0
2406.66	6.20	185	1	0
2410.69	6.20	149	1	0
2414.72	6.25	188	1	0
2418.75	6.31	149	1	0
2422.78	6.31	186	1	0
2426.81	6.25	147	1	0
2430.84	6.25	184	1	0
2434.88	6.31	147	1	0
2438.91	6.25	63	1	0
2442.94	6.25	168	1	0
2446.97	6.25	69	1	0
2451.00	6.25	174	1	0
2455.03	6.25	139	1	0
2459.06	6.25	183	1	0
2463.09	6.25	149	1	0
2467.13	6.31	62	1	0
2471.16	6.36	140	1	0
2475.19	6.25	57	1	0
2479.22	6.25	146	1	0
2483.25	6.25	62	1	0
2487.28	6.31	150	1	0
2491.31	6.31	65	1	0
2495.34	6.25	170	1	0
2499.38	6.20	71	1	0
2503.41	6.25	44	1	0
2507.44	6.25	73	1	0
2511.47	6.25	40	1	0
2515.50	6.25	73	1	0
2519.53	6.36	46	1	0
2523.56	6.25	74	1	0
2527.59	6.31	38	1	0
2531.63	6.25	72	1	0
2535.66	6.31	45	1	0
2539.69	6.31	188	1	0
2543.72	6.25	39	1	0
2547.75	6.31	183	1	0
2551.78	6.31	44	1	0
2555.81	6.25	188	1	0
2559.84	6.25	41	1	0
2563.88	6.20	184	1	0
2567.91	6.25	147	1	0
2571.94	6.25	184	1	0
2575.97	4.88	143	1	0
2580.00	2.95	183	1	0
2584.03	2.90	146	1	0
2588.06	2.90	187	1	0
2592.09	2.85	139	1	0
2596.13	2.90	181	1	0
2600.16	2.90	146	1	0
2604.19	2.90	62	1	0
2608.22	2.90	142	1	0
2612.25	2.85	59	1	0
2616.28	2.90	147	1	0
2620.31	3.00	60	1	0
2624.34	2.95	146	1	0
2628.38	2.95	63	1	0
2632.41	2.90	168	1	0
2636.44	2.95	70	1	0
2640.47	2.90	44	1	0
2644.50	2.90	71	1	0
2648.53	2.90	45	1	0
2652.56	2.85	73	1	0
2656.59	2.90	46	1	0
2660.63	2.90	143	1	0
2664.66	2.85	58	1	0
2668.69	2.90	145	1	0
2672.72	2.95	60	1	0
2676.75	2.95	-2	1	0
2680.78	2.90	62	1	0
2684.81	2.90	-3	1	0
2688.84	2.85	60	1	0
2692.88	2.90	-4	1	0
2696.91	2.85	60	1	0
2700.94	2.85	-3	1	0
2704.97	2.85	174	1	0
2709.00	2.90	-2	1	0
2713.03	2.85	170	1	0
2717.06	2.85	-3	1	0
2721.09	3.00	173	1	0
2725.13	2.95	-1	1	0
2729.16	2.90	169	1	0
2733.19	2.90	-4	1	0
2737.22	2.95	171	1	0
2741.25	2.90	71	1	0
2745.28	2.90	172	1	0
2749.31	2.90	72	1	0
2753.34	2.90	174	1	0
2757.38	2.85	74	1	0
2761.41	2.90	173	1	0
2765.44	2.90	72	1	0
2769.47	2.90	173	1	0
2773.50	2.95	74	1	0
2777.53	2.95	40	1	0
2781.56	2.95	73	1	0
2785.59	2.90	45	1	0
2789.63	2.90	70	1	0
2793.66	2.90	46	1	0
2797.69	2.90	73	1	0
2801.72	2.90	40	1	0
2805.75	2.90	185	1	0
2809.78	2.90	44	1	0
2813.81	2.85	185	1	0
2817.84	2.85	43	1	0
2821.88	3.00	186	1	0
2825.91	2.90	46	1	0
2829.94	2.90	187	1	0
2833.97	2.90	46	1	0
2838.00	2.90	186	1	0
2842.03	2.90	146	1	0
2846.06	2.90	187	1	0
2850.09	2.90	141	1	0
2854.13	2.95	186	1	0
2858.16	2.90	148	1	0
2862.19	2.90	187	1	0
2866.22	2.85	148	1	0
2870.25	2.90	186	1	0
2874.28	2.95	148	1	0
2878.31	2.95	61	1	0
2882.34	2.90	146	1	0
2886.38	2.95	61	1	0
2890.41	2.95	146	1	0
2894.44	2.90	63	1	0
2898.47	2.90	168	1	0
2902.50	2.90	71	1	0
2906.53	2.85	42	1	0
2910.56	2.85	71	1	0
2914.59	2.90	44	1	0
2918.63	2.90	72	1	0
2922.66	3.00	39	1	0
2926.69	2.90	72	1	0
2930.72	2.90	45	1	0
2934.75	2.90	71	1	0
2938.78	2.90	43	1	0
2942.81	2.90	186	1	0
2946.84	2.95	46	1	0
2950.88	2.95	188	1	0
2954.91	2.90	45	1	0
2958.94	3.00	73	1	0
2962.97	2.90	46	1	0
2967.00	2.90	73	1	0
2971.03	2.95	46	1	0
2975.06	2.90	71	1	0
2979.09	2.90	44	1	0
2983.13	2.90	188	1	0
2987.16	2.90	39	1	0
2991.19	2.95	183	1	0
2995.22	2.85	44	1	0
2999.25	2.90	-12	1	0
3003.28	2.90	57	1	0
3007.31	2.90	-5	1	0
3011.34	2.85	172	1	0
3015.38	2.85	-3	1	0
3019.41	2.90	172	1	0
3023.44	2.95	-4	1	0
3027.47	2.90	173	1	0
3031.50	2.95	-2	1	0
3035.53	2.95	174	1	0
3039.56	2.90	38	1	0
3043.59	2.90	183	1	0
3047.63	2.90	145	1	0
3051.66	2.90	186	1	0
3055.69	2.90	148	1	0
3059.72	2.90	188	1	0
3063.75	2.85	140	1	0
3067.78	2.90	183	1	0
3071.81	2.95	147	1	0
3075.84	2.85	186	1	0
3079.88	2.95	148	1	0
3083.91	6.00	64	1	0
3087.94	6.25	166	1	0
3091.97	6.31	68	1	0
3096.00	6.25	168	1	0
3100.03	6.25	71	1	0
3104.06	6.25	173	1	0
3108.09	6.25	145	1	0
3112.13	6.36	62	1	0
3116.16	6.36	139	1	0
3120.19	6.46	56	1	0
3124.22	6.31	147	1	0
3128.25	6.25	74	1	0
3132.28	6.20	169	1	0
3136.31	6.31	71	1	0
3140.34	6.31	172	1	0
3144.38	6.25	74	1	0
3148.41	6.25	169	1	0
3152.44	6.25	71	1	0
3156.47	6.25	174	1	0
3160.50	6.25	73	1	0
3164.53	6.31	40	1	0
3168.56	6.31	73	1	0
3172.59	6.31	47	1	0
3176.63	6.25	74	1	0
3180.66	6.36	45	1	0
3184.69	6.25	71	1	0
3188.72	6.25	46	1	0
3192.75	6.31	189	1	0
3196.78	6.25	40	1	0
3200.81	6.25	183	1	0
3204.84	6.25	45	1	0
3208.88	6.25	186	1	0
3212.91	6.25	46	1	0
3216.94	6.25	189	1	0
3220.97	6.36	39	1	0
3225.00	6.25	186	1	0
3229.03	6.25	146	1	0
3233.06	6.20	186	1	0
3237.09	6.25	148	1	0
3241.13	6.25	-11	1	0
3245.16	6.31	167	1	0
3249.19	6.25	-4	1	0
3253.22	6.31	172	1	0
3257.25	6.25	-4	1	0
3261.28	6.25	174	1	0
3265.31	6.25	76	1	0
3269.34	6.36	171	1	0
3273.38	6.25	72	1	0
3277.41	6.31	171	1	0
3281.44	6.25	72	1	0
3285.47	6.25	174	1	0
3289.50	6.25	140	1	0
3293.53	6.25	58	1	0
3297.56	6.25	148	1	0
3301.59	6.25	62	1	0
3305.63	6.25	148	1	0
3309.66	6.20	63	1	0
3313.69	6.20	170	1	0
3317.72	6.25	72	1	0
3321.75	6.36	172	1	0
3325.78	6.25	71	1	0
3329.81	6.25	44	1	0
3333.84	6.25	73	1	0
3337.88	6.31	39	1	0
3341.91	6.31	73	1	0
3345.94	6.25	45	1	0
3349.97	6.25	72	1	0
3354.00	6.25	45	1	0
3358.03	6.25	73	1	0
3362.06	6.25	40	1	0
3366.09	6.25	186	1	0
3370.13	6.36	44	1	0
3374.16	6.31	184	1	0
3378.19	6.31	44	1	0
3382.22	6.25	-10	1	0
3386.25	6.20	60	1	0
3390.28	6.25	-3	1	0
3394.31	6.25	172	1	0
3398.34	6.25	-4	1	0
3402.38	6.25	173	1	0
3406.41	6.25	-2	1	0
3410.44	6.20	174	1	0
3414.47	6.25	-2	1	0
3418.50	6.25	172	1	0
3422.53	6.36	-4	1	0
3426.56	6.25	173	1	0
3430.59	6.25	74	1	0
3434.63	6.31	171	1	0
3438.66	6.31	72	1	0
3442.69	6.25	174	1	0
3446.72	6.25	73	1	0
3450.75	6.31	174	1	0
3454.78	6.25	75	1	0
3458.81	6.31	172	1	0
3462.84	6.20	72	1	0
3466.88	6.31	45	1	0
3470.91	6.31	71	1	0
3474.94	6.31	45	1	0
3478.97	6.25	74	1	0
3483.00	6.20	48	1	0
3487.03	6.25	144	1	0
3491.06	6.25	59	1	0
3495.09	6.25	146	1	0
3499.13	6.25	61	1	0
3503.16	6.31	-3	1	0
3507.19	6.25	62	1	0
3511.22	6.20	-2	1	0
3515.25	6.25	61	1	0
3519.28	6.25	-2	1	0
3523.31	6.25	61	1	0
3527.34	6.25	-2	1	0
3531.38	6.25	175	1	0
3535.41	6.25	-2	1	0
3539.44	6.25	172	1	0
3543.47	6.31	-2	1	0
3547.50	6.31	174	1	0
3551.53	6.25	0	1	0
3555.56	6.31	171	1	0
3559.59	6.25	-2	1	0
3563.63	6.20	174	1	0
3567.66	6.25	74	1	0
3571.69	6.36	172	1	0
3575.72	6.31	72	1	0
3579.75	3.05	175	1	0
3583.78	2.95	73	1	0
3587.81	2.95	173	1	0
3591.84	2.85	72	1	0
3595.88	2.90	173	1	0
3599.91	2.85	74	1	0
3603.94	2.90	40	1	0
3607.97	2.90	72	1	0
3612.00	2.85	44	1	0
3616.03	2.90	71	1	0
3620.06	2.90	44	1	0
3624.09	2.95	74	1	0
3628.13	2.95	42	1	0
3632.16	2.90	187	1	0
3636.19	2.95	38	1	0
3640.22	2.90	181	1	0
3644.25	2.95	40	1	0
3648.28	2.90	183	1	0
3652.31	2.95	47	1	0
3656.34	2.90	188	1	0
3660.38	2.90	46	1	0
3664.41	2.90	188	1	0
3668.44	2.90	148	1	0
3672.47	3.05	187	1	0
3676.50	2.90	141	1	0
3680.53	2.95	185	1	0
3684.56	2.85	146	1	0
3688.59	2.85	187	1	0
3692.63	2.90	139	1	0
3696.66	2.90	181	1	0
3700.69	2.85	145	1	0
3704.72	2.90	61	1	0
3708.75	2.85	146	1	0
3712.78	2.85	60	1	0
3716.81	2.85	146	1	0
3720.84	2.90	62	1	0
3724.88	3.00	142	1	0
3728.91	2.95	60	1	0
3732.94	2.95	-2	1	0
